"% Crown Consumed (crown volume completely consumed by fire)","% Crown Scorch (crown volume scorched/singed by the fire)","% Green Crown (% of crown area green at time of assessment)","% Trunk Burn",Address,"Address Number","Address Street","Affected Parts of the Tree",Archived,"Area of New Growth",City,Code,"Common Name",Condition,"Critical Root Zone(CRZ)","Crown Light Exposure","Crown Width (width of canopy, measured)","CRZ Ratio",Cultivar,"Data Source","Date Added","Date of Assessment","Date Planted",DBH,"DBH Range","DBH Stem 1","DBH Stem 2","DBH Stem 3","DBH Stem 4","DBH Stem 5","DBH Stem 6","Distance from Nearest Burned Structure","East Canopy Length (in.)",Family,Funder,Genus,Geometry,"GPS Latitude - (Hand Held Unit)","GPS Longitude - (Hand Held Unit)","Grant Cycle","Green Infrastructure Type","Growing Space","Has Ecobenefits","Height Range","Height to Crown Base (measurement to lowest lateral branch)","Impervious Area","Infection Severity","Inspection Cycle","Installed Irrigation","Irrigation type",Jurisdiction,"Jurisdiction (temp)","Land Use","Last Inspection","Last Modified","Last Modified User","Last Watered","Latin Name",Latitude,"Location Description",Longitude,"Maintenance Comments","Measument (A) - Distance from Eye level to Ground (ft.)","Measurment (B) - Distance from You to Trunk (ft.)","Measurment (C) - Clinometer Angle","New Fungal Activity","New Insect Activity","Next Inspection","North Canopy Length (in.)",Notes,"Number of Stems",Observations,"Paid for by","Park Name","Percent Dieback (%)",Photos,"Planting Site Width","Possible Infection?","Presence of Insulating Bark","Primary ID","Project Name","Property Address","Protection Status","Recovery Potential with Interventions",Size,"South Canopy Length (in.)",Status,"Structural Damage to Branches","Structures Burned","Survival Potential","Temperature Outside Tree Shade (F)","Temperature Under Tree Shade (F)","TPZ Ratio","Tree Assessor Name","Tree Comments","Tree Height (Estimated)","Tree Number","Tree Ownership","Tree Protection Zone(TPZ)","Tree Work","Trunk Burn Severity","Trunk Cambium Health",Understory,User,Watering,"Weather Conditions","West Canopy Length (in.)",Wires
,,,,"1125 East Mariposa Street",1125,"East Mariposa Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/31/2025,,7/31/2025,,N/A,,,,,,,,,,,,0101000020110F0000012D3158D91469C1CF036C0D58EE4E41,,,,,,No,N/A,,,,,,,,,,10/6/2025,10/23/2025,Alyson,10/6/2025,,34.188878695806,,-118.12755037142,,,,,,,,,,1,,,,,,,,,60076,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"5	2 palm, 1 oak, 2 unknown
",,1,,,,,,,Charlotte,,,,
,,,,"392 East Palm Street",392,"East Palm Street",,No,,Altadena,,"Property - Visited",,,,,,,,7/30/2025,,7/30/2025,,N/A,,,,,,,,,,,,0101000020110F0000128301B3741569C10CD8367DC4EF4E41,,,,,,No,N/A,,,,,,,,,,8/20/2025,10/23/2025,Alyson,8/20/2025,,34.194294613172,,-118.13871497451,,,,,,,,,,1,,,,,,,,,60075,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"3	Oak, lemon and pomegranate 
",,1,,,,,,,Charlotte,,,,
,,,,"1535 Gaywood Drive",1535,"Gaywood Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/30/2025,,7/29/2025,,N/A,,,,,,,,,,,,0101000020110F0000387F8AFD611469C1E4B2D7C589EF4E41,,,,,,No,N/A,,,,,,,,,,8/8/2025,10/23/2025,Alyson,8/8/2025,,34.193422049984,,-118.11897296202,,,,,,,,,,1,,,,,,,,,60074,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"10 - 12	Chinese Elm, Giant Bird of Paradise, orange trees, tangerine trees, lemon tree, palm tree
",,1,,,,,,,Charlotte,,,,
,,,,"342 Alta Pine Drive",342,"Alta Pine Drive",,No,,Altadena,,"Property - Visited",,,,,,,,7/30/2025,,7/29/2025,,N/A,,,,,,,,,,,,0101000020110F0000DEB4FAA25C1569C1790B1AD0FFF14E41,,,,,,No,N/A,,,,,,,,,,9/4/2025,10/23/2025,Alyson,9/4/2025,,34.202784393011,,-118.13698571013,,,,,,,,,,1,,,,,,,,,60073,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"6	2 pines, 1 oak. 1 plum, 2 unknown
",,1,,,,,,,Charlotte,,,,
,,,,"323 Marathon Road",323,"Marathon Road",,No,,Altadena,,"Property - Visited",,,,,,,,7/30/2025,,7/29/2025,,N/A,,,,,,,,,,,,0101000020110F000030869CE2721569C184200950D0F04E41,,,,,,No,N/A,,,,,,,,,,8/20/2025,10/23/2025,Alyson,8/20/2025,,34.198274534235,,-118.13858460806,,,,,,,,,,1,,,,,,,,,60072,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Two	Coast live oak - huge. Deodar at the street. May be too damaged
",,1,,,,,,,Charlotte,,,,
,,,,"3635 Leilani Way",3635,"Leilani Way",,No,,Altadena,,"Property - Visited",,,,,,,,7/30/2025,,7/27/2025,,N/A,,,,,,,,,,,,0101000020110F000054E55A02E91569C1B66787BAAEF24E41,,,,,,No,N/A,,,,,,,,,,8/12/2025,10/23/2025,Alyson,8/12/2025,,34.205383441823,,-118.14707361553,,,,,,,,,,1,,,,,,,,,60071,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"1	Big sycamore
",,1,,,,,,,Charlotte,,,,
,,,,"82 West Manor Street",82,"West Manor Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/30/2025,,,,N/A,,,,,,,,,,,,0101000020110F00005BA94B49121669C10A569ED27AEF4E41,,,,,,No,N/A,,,,,,,,,,9/18/2025,10/9/2025,Marian,9/18/2025,,34.193199880205,,-118.15004000432,,,,,,,,,,1,,,,,,,,,60070,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Two oak trees, 1 magnolia tree ",,1,,,,,,,Charlotte,Irrigated,,,
,,,,"1135 East Mariposa Street",1135,"East Mariposa Street",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/30/2025,,7/26/2025,,N/A,,,,,,,,,,,,0101000020110F000095F38657D61469C10241AE4A57EE4E41,,,,,,No,N/A,,,,,,,,,,10/6/2025,10/23/2025,Alyson,10/6/2025,,34.188867390511,,-118.12733458908,,,,,,,,,,1,,,,,,,,,60069,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"3	2 oaks and 1 Australian tree
",,1,,,,,,,Charlotte,,,,
,,,,"2508 Page Drive",2508,"Page Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/30/2025,,7/24/2025,,N/A,,,,,,,,,,,,0101000020110F0000186A89C16C1469C128668ABC40EE4E41,,,,,,No,N/A,,,,,,,,,,10/10/2025,10/23/2025,Alyson,10/10/2025,,34.188532184226,,-118.11974663487,,,,,,,,,,1,,,,,,,,,60068,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"15 (?)	Fruit (orange, lemon, apple, fig, peach), elms
",,1,,,,,,,Charlotte,Irrigated,,,
,,,,"3234 North Raymond Avenue",3234,"North Raymond Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,7/30/2025,,7/24/2025,,N/A,,,,,,,,,,,,0101000020110F0000B2A594C6831569C172A313A9F0F04E41,,,,,,No,N/A,,,,,,,,,,8/20/2025,10/23/2025,Alyson,8/20/2025,,34.198755217749,,-118.13979844795,,,,,,,,,,1,,,,,,,,,60067,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2 but maybe 3 or 4	A pepper tree in the front, a Chinese elm, an orange in the back and a peach tree in the front left
",,1,,,,,,,Charlotte,,,,
,,,,"111 West Calaveras Street",111,"West Calaveras Street",,No,,Altadena,,"Property - Visited",,,,,,,,7/24/2025,,7/24/2025,,N/A,,,,,,,,,,,,0101000020110F00008C3938552D1669C11B3A31E5B7EE4E41,,,,,,No,N/A,,,,,,,,,,8/19/2025,10/23/2025,Alyson,8/19/2025,,34.190303056393,,-118.1519837127,,,,,,,,,,1,,,,,,,,,60056,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"3-4	Chinese Elm, don't know the rest
",,1,,,,,,,Charlotte,,,,
,,,,"1340 East Altadena Drive",1340,"East Altadena Drive",,No,,Altadena,,"Property - Not Visited",,,,,,,,7/23/2025,,7/23/2025,,N/A,,,,,,,,,,,,0101000020110F0000CED9381D9A1469C14A3CCD13AEEE4E41,,,,,,No,N/A,,,,,,,,,,,10/23/2025,Alyson,,,34.190157149119,,-118.12300630811,,,,,,,,,,1,,,,,,,,,60055,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"5	Oak and many hedges
",,1,,,,,,,Charlotte,,,,
,,,,"423 East Mendocino Street",423,"East Mendocino Street",,No,,Altadena,,"Property - Visited",,,,,,,,7/23/2025,,7/22/2025,,N/A,,,,,,,,,,,,0101000020110F0000A99D8D1C8D1569C17237CB5179EE4E41,,,,,,No,N/A,,,,,,,,,,9/25/2025,10/23/2025,Alyson,9/25/2025,,34.189373094439,,-118.14046936946,,,,,,,,,,1,,,,,,,,,60054,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"3	Deodar, palm 
",,1,,,,,,,Charlotte,,,,
,,,,"1024 Beverly Way",1024,"Beverly Way",,No,,Altadena,,"Property - Visited",,,,,,,,7/22/2025,,7/22/2025,,N/A,,,,,,,,,,,,0101000020110F0000FCE14AD3F41469C1FC361E01BAED4E41,,,,,,No,N/A,,,,,,,,,,10/2/2025,10/23/2025,Alyson,10/2/2025,,34.186529825139,,-118.12952528961,,,,,,,,,,1,,,,,,,,,60053,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"1	Carrot wood 

 ",,1,,,,,,,Charlotte,,,,
,,,,"2376 Ganesha Avenue",2376,"Ganesha Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,7/22/2025,,7/21/2025,,N/A,,,,,,,,,,,,0101000020110F0000F5EEA9B8BD1469C11B71EF6CC8ED4E41,,,,,,No,N/A,,,,,,,,,,10/6/2025,10/23/2025,Alyson,10/6/2025,,34.186744151533,,-118.12556522706,,,,,,,,,,1,,,,,,,,,60052,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"3	Oak (front), apple (back), pomegranate (back), Lemon (back), other tree back corner of property.
",,1,,,,,,,Charlotte,Irrigated,,,
,,,,"543 Alta Pine Drive",543,"Alta Pine Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/22/2025,,7/21/2025,,N/A,,,,,,,,,,,,0101000020110F0000AF4BEA781A1569C1CFEBF5FBF7F14E41,,,,,,No,N/A,,,,,,,,,,9/24/2025,10/23/2025,Alyson,9/24/2025,,34.202668065913,,-118.13223079705,,,,,,,,,,1,,,,,,,,,60051,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"A few, the one I am most concerned about is a LARGE pine at the end of the cul de sac	Pine
",,1,,,,,,,Charlotte,,,,
,,,,"952 Beverly Way",952,"Beverly Way",,No,,Altadena,,"Property - Visited",,,,,,,,7/21/2025,,7/20/2025,,N/A,,,,,,,,,,,,0101000020110F0000263EA26DFE1469C14B9BB387B9ED4E41,,,,,,No,N/A,,,,,,,,,,10/2/2025,10/23/2025,Alyson,10/2/2025,,34.186522776366,,-118.13021540384,,,,,,,,,,1,,,,,,,,,60050,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"One in the parkway - a large magnolia. We are in the process of selling our land. We would like to see the tree persist. 	Magnolia
",,1,,,,,,,Charlotte,,,,
,,,,"227 West Las Flores Drive",227,"West Las Flores Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/21/2025,,7/20/2025,,N/A,,,,,,,,,,,,0101000020110F0000258D503E091669C183359D9F88F14E41,,,,,,No,N/A,,,,,,,,,,9/16/2025,10/23/2025,Alyson,9/16/2025,,34.201013328117,,-118.14939013472,,,,,,,,,,1,,,,,,,,,60049,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"3	oak, eucalyptus
",,1,,,,,,,Charlotte,,,,
,,,,"320 East Poppyfields Drive",320,"East Poppyfields Drive",,No,,Altadena,,"Property - Visited",,,,,,,,7/21/2025,,7/19/2025,,N/A,,,,,,,,,,,,0101000020110F00000253638C7E1569C1EEAC5C6542F04E41,,,,,,No,N/A,,,,,,,,,,,10/23/2025,Alyson,,,34.196165641893,,-118.13942278578,,,,,,,,,,1,,,,,,,,,60048,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"1	Cedar deodar
",,1,,,,,,,Charlotte,,,,
,,,,"3100 North Olive Avenue",3100,"North Olive Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/21/2025,,7/19/2025,,N/A,,,,,,,,,,,,0101000020110F0000A3747EE0391669C1F847B716CBF04E41,,,,,,No,N/A,,,,,,,,,,10/13/2025,10/23/2025,Alyson,10/13/2025,,34.198196907562,,-118.15288519296,,,,,,,,,,1,,,,,,,,,60047,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"3	Deodar cedar, natal plum, California oak
",,1,,,,,,,Charlotte,Irrigated,,,
,,,,"1027 Marcheta Street",1027,"Marcheta Street",,No,,Altadena,,"Property - Visited",,,,,,,,7/21/2025,,7/18/2025,,N/A,,,,,,,,,,,,0101000020110F0000AC6825EAF41469C17C0F8CFD0CEE4E41,,,,,,No,N/A,,,,,,,,,,10/2/2025,10/23/2025,Alyson,10/2/2025,,34.187763151176,,-118.12953170516,,,,,,,,,,1,,,,,,,,,60046,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"1	Ficus 
",,1,,,,,,,Charlotte,,,,
,,,,"2471 Highland Avenue",2471,"Highland Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,7/21/2025,,7/18/2025,,N/A,,,,,,,,,,,,0101000020110F0000D5051241B31469C1CE2DB4B632EE4E41,,,,,,No,N/A,,,,,,,,,,7/10/2025,10/23/2025,Alyson,7/10/2025,,34.188323782677,,-118.12481300215,,,,,,,,,,1,,,,,,,,,60045,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"6	Front yard: Swan Hill olive tree; back yard: eucalyptus, other trees along the back fence, and a pomegranate tree along the north wall.  
",,1,,,,,,,Charlotte,,,,
,,,,"330 East Mariposa Street",330,"East Mariposa Street",,No,,Altadena,,"Property - Visited",,,,,,,,7/18/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000274A6962A71569C13CB1748DE6EE4E41,,,,,,No,N/A,,,,,,,,,,9/30/2025,10/9/2025,Marian,9/30/2025,,34.190996440965,,-118.14235747607,,,,,,,,,,1,,,,,,,,,60044,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Variety ",,1,,,,,,,Charlotte,Irrigated,,,
,,,,"3697 North Fair Oaks Avenue",3697,"North Fair Oaks Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,7/18/2025,,,,N/A,,,,,,,,,,,,0101000020110F0000645454D2951569C15887456F93F34E41,,,,,,No,N/A,,,,,,,,,,9/15/2025,10/9/2025,Marian,9/8/2025,,34.208781632343,,-118.14109532011,,,,,,,,,,1,,,,,,,,,60043,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"oak and pine mostly. ",,1,,,,,,,Charlotte,,,,
,,,,"329 West Altadena Drive",329,"West Altadena Drive",,No,,Altadena,,"Property - Visited",,,,,,,,7/18/2025,,7/17/2025,,N/A,,,,,,,,,,,,0101000020110F000059EBFD12451669C12440D6BF70F04E41,,,,,,No,N/A,,,,,,,,,,10/13/2025,10/23/2025,Alyson,10/13/2025,,34.196854462833,,-118.15368988636,,,,,,,,,,1,,,,,,,,,60042,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"3	Oak, Bay, (both next to driveway) Cypress (at the corner)
",,1,,,,,,,Charlotte,Irrigated,,,
,,,,"3052 North Olive Avenue",3052,"North Olive Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/18/2025,,7/17/2025,,N/A,,,,,,,,,,,,0101000020110F0000DCB300773E1669C197BC887397F04E41,,,,,,No,N/A,,,,,,,,,,10/13/2025,10/23/2025,Alyson,10/13/2025,,34.197429577028,,-118.15321490521,,,,,,,,,,1,,,,,,,,,60041,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2	Oaks
",,1,,,,,,,Charlotte,,,,
,,,,"1662 Braeburn Road",1662,"Braeburn Road",,No,,Altadena,,"Property - Visited",,,,,,,,7/18/2025,,7/17/2025,,N/A,,,,,,,,,,,,0101000020110F0000EF43ABB83D1469C1D9DC7D74ECED4E41,,,,,,No,N/A,,,,,,,,,,7/23/2025,10/23/2025,Alyson,7/23/2025,,34.187279617575,,-118.11636648001,,,,,,,,,,1,,,,,,,,,60040,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"20-25	Crape Myrtle, Southern Magnolia, Saucer Magnolia, Privets, Palm Trees (large and small), Avocado Tree, Lemon/Tangerine Tree, Golden Eyonymus, Plumerias, Various Hedges/Bushes/Flowers
",,1,,,,,,,Charlotte,Irrigated,,,
,,,,"2536 Boulder Road",2536,"Boulder Road",,No,,Altadena,,"Property - Visited",,,,,,,,7/18/2025,,7/16/2025,,N/A,,,,,,,,,,,,0101000020110F0000ACEC2C937D1469C111BB709D4FEE4E41,,,,,,No,N/A,,,,,,,,,,9/18/2025,10/23/2025,Alyson,9/18/2025,,34.188753302519,,-118.12095532895,,,,,,,,,,1,,,,,,,,,60039,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"6?	Live Oak, Redwood, Liquid Amber
",,1,,,,,,,Charlotte,Irrigated,,,
,,,,"1415 East Altadena Drive",1415,"East Altadena Drive",,No,,Altadena,,"Property - Visited",,,,,,,,7/18/2025,,7/16/2025,,N/A,,,,,,,,,,,,0101000020110F0000E734E904831469C1C43C4E08DFEE4E41,,,,,,No,N/A,,,,,,,,,,7/23/2025,10/23/2025,Alyson,7/23/2025,,34.190884683145,,-118.12134658329,,,,,,,,,,1,,,,,,,,,60038,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"10	Coastal Oaks, Deodar, Liquid Ambers, Pines
",,1,,,,,,,Charlotte,,,,
,,,,"1050 Alta Pine Drive",1050,"Alta Pine Drive",,No,,Altadena,,"Property - Visited",,,,,,,,7/18/2025,,7/16/2025,,N/A,,,,,,,,,,,,0101000020110F0000A7A2EC13E01469C1E49FF01791F14E41,,,,,,No,N/A,,,,,,,,,,7/29/2025,10/23/2025,Alyson,7/29/2025,,34.201139187513,,-118.12803426362,,,,,,,,,,1,,,,,,,,,60037,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Two	One Cedars deodara, one avocado
",,1,,,,,,,Charlotte,,,,
,,,,"306 East Loma Alta Drive",306,"East Loma Alta Drive",,No,,Altadena,,"Property - Not Visited",,,,,,,,7/18/2025,,7/16/2025,,N/A,,,,,,,,,,,,0101000020110F0000F7BB847A5C1569C1BF4CBCAE28F24E41,,,,,,No,N/A,,,,,,,,,,,10/23/2025,Alyson,,,34.203391676896,,-118.13697435182,,,,,,,,,,1,,,,,,,,,60036,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Two	1 Cedrus deodara and 1 Tipuana tipu
",,1,,,,,,,Charlotte,,,,
,,,,"3066 Glenrose Avenue",3066,"Glenrose Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,7/16/2025,,7/15/2025,,N/A,,,,,,,,,,,,0101000020110F0000B027890A0E1669C129A80E3A7EF04E41,,,,,,No,N/A,,,,,,,,,,7/29/2025,10/23/2025,Alyson,7/29/2025,,34.197054738948,,-118.14973492528,,,,,,,,,,1,,,,,,,,,60035,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"3	Olive, desert Myrtle , unknown 
 ",,1,,,,,,,Charlotte,,,,
,,,,"234 East Las Flores Drive",234,"East Las Flores Drive",,No,,Altadena,,"Property - Visited",,,,,,,,7/15/2025,,7/14/2025,,N/A,,,,,,,,,,,,0101000020110F000050269FE08F1569C15B18274D9EF04E41,,,,,,No,N/A,,,,,,,,,,9/15/2025,10/23/2025,Alyson,7/30/2025,,34.197531369289,,-118.14066814095,,,,,,,,,,1,,,,,,,,,60034,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2	Eucalyptus and Magnolia 
",,1,,,,,,,Charlotte,,,,
,,,,"951 Alta Pine Drive",951,"Alta Pine Drive",,No,,Altadena,,"Property - Visited",,,,,,,,7/15/2025,,7/14/2025,,N/A,,,,,,,,,,,,0101000020110F0000BA6B0715F61469C1D2782BCFD8F14E41,,,,,,No,N/A,,,,,,,,,,7/29/2025,10/23/2025,Alyson,7/29/2025,,34.202204832352,,-118.12961560861,,,,,,,,,,1,,,,,,,,,60033,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"About 7. Some had been cut down after fire but are growing back.	Lemon (large bush), 2 mimosa, pittosporum, fuji apple, 2 camellia.
",,1,,,,,,,Charlotte,,,,
,,,,"1190 Beverly Way",1190,"Beverly Way",,No,,Altadena,,"Property - Visited",,,,,,,,7/15/2025,,7/14/2025,,N/A,,,,,,,,,,,,0101000020110F0000CE32AACDC81469C12A125324CFED4E41,,,,,,No,N/A,,,,,,,,,,10/2/2025,10/23/2025,Alyson,10/2/2025,,34.186843969528,,-118.12636163999,,,,,,,,,,1,,,,,,,,,60032,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"3	Oak and 2 other unknown 
",,1,,,,,,,Charlotte,,,,
,,,,"2862 Lake Avenue",2862,"Lake Avenue",,No,,Altadena,,"Property - Visited",,,,,,,,7/15/2025,,7/14/2025,,N/A,,,,,,,,,,,,0101000020110F0000BA3C4166071569C1CF4DA77DF6EF4E41,,,,,,No,N/A,,,,,,,,,,8/10/2025,10/23/2025,Alyson,8/10/2025,,34.195037664796,,-118.1308601194,,,,,,,,,,1,,,,,,,,,60030,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"7	2 ash trees in front yard, 3 Chinese elms in parkway, Live oak in backyard. 
",,1,,,,,,,Charlotte,Irrigated,,,
,,,,"1304 East Mendocino Street",1304,"East Mendocino Street",,No,,Altadena,,"Property - Visited",,,,,,,,7/15/2025,,7/13/2025,,N/A,,,,,,,,,,,,0101000020110F000054F51E18A41469C18BDD0C9C7AED4E41,,,,,,No,N/A,,,,,,,,,,10/7/2025,10/23/2025,Alyson,10/7/2025,,34.185587649197,,-118.12372352833,,,,,,,,,,1,,,,,,,,,60029,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"10	Crate Myrtle, Myers lemon, two deardora trees, santo verde tree, two white birches, three olive trees 
",,1,,,,,,,Charlotte,,,,
,,,,"2557 Highland Avenue",2557,"Highland Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/15/2025,,7/13/2025,,N/A,,,,,,,,,,,,0101000020110F00007225E353B31469C194880EA097EE4E41,,,,,,No,N/A,,,,,,,,,,10/7/2025,10/23/2025,Alyson,10/7/2025,,34.189823480257,,-118.12481828449,,,,,,,,,,1,,,,,,,,,60028,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2	Oak and pink trumpet 
",,1,,,,,,,Charlotte,Irrigated,,,
,,,,"2484 Santa Anita Avenue",2484,"Santa Anita Avenue",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/15/2025,,7/13/2025,,N/A,,,,,,,,,,,,0101000020110F0000910D9C0F831569C1232A7D8719EE4E41,,,,,,No,N/A,,,,,,,,,,9/25/2025,10/23/2025,Alyson,9/25/2025,,34.187949499865,,-118.13974708366,,,,,,,,,,1,,,,,,,,,60027,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"6-7	5 Oaks, 1 Pepper, and 1 Pittosporum
",,1,,,,,,,Charlotte,,,,
,,,,"957 Wapello Street",957,"Wapello Street",,No,,Altadena,,"Property - Visited",,,,,,,,7/15/2025,,7/12/2025,,N/A,,,,,,,,,,,,0101000020110F0000945D7108F81469C1F8A9F1FED7F04E41,,,,,,No,N/A,,,,,,,,,,8/4/2025,10/23/2025,Alyson,8/4/2025,,34.198388706169,,-118.12975580583,,,,,,,,,,1,,,,,,,,,60026,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"5	Lemon, apple, guava, palm, banana tree 
",,1,,,,,,,Charlotte,,,,
,,,,"172 East Las Flores Drive",172,"East Las Flores Drive",,No,,Altadena,,"Property - Visited",,,,,,,,7/15/2025,,7/12/2025,,N/A,,,,,,,,,,,,0101000020110F0000AB844BB6A01569C176136C3EBCF04E41,,,,,,No,N/A,,,,,,,,,,9/4/2025,10/23/2025,Alyson,9/4/2025,,34.197976313577,,-118.14187796764,,,,,,,,,,1,,,,,,,,,60025,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"2	live oak and pittisporum
",,1,,,,,,,Charlotte,,,,
,,,,"1171 East Altadena Drive",1171,"East Altadena Drive",,No,,Altadena,,"Property - Visited",,,,,,,,7/15/2025,,7/11/2025,,N/A,,,,,,,,,,,,0101000020110F0000164DDB33CC1469C10CB417DED0EE4E41,,,,,,No,N/A,,,,,,,,,,7/23/2025,10/23/2025,Alyson,7/23/2025,,34.190674175708,,-118.12660592331,,,,,,,,,,1,,,,,,,,,60024,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Over 20	Jacaranda, Japanese Pine, Olive, red maples, fruit trees and Small deodar 
",,1,,,,,,,Charlotte,Irrigated,,,
,,,,"1030 East Mendocino Street",1030,"East Mendocino Street",,No,,Altadena,,"Property - Visited",,,,,,,,7/15/2025,,7/11/2025,,N/A,,,,,,,,,,,,0101000020110F000043287672F21469C118B4A63C7AED4E41,,,,,,No,N/A,,,,,,,,,,10/1/2025,10/23/2025,Alyson,10/1/2025,,34.185582110788,,-118.12935437644,,,,,,,,,,1,,,,,,,,,60023,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Row of about 25 hedges +3 trees + 8 birds of paradise	fig trees, ash tree, hedges, birds of paradise
",,1,,,,,,,Charlotte,,,,
,,,,"440 West Altadena Drive",440,"West Altadena Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/15/2025,,7/11/2025,,N/A,,,,,,,,,,,,0101000020110F000063B2EC79661669C1FCD025D17FF04E41,,,,,,No,N/A,,,,,,,,,,10/19/2025,10/24/2025,Alyson,10/19/2025,,34.197078369436,,-118.15609033435,,,,,,,,,,1,,,,,,,,,60022,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"6	Magnolia and natives
",,1,,,,,,,Charlotte,Irrigated,,,
,,,,"2524 Page Drive",2524,"Page Drive",,No,,Altadena,,"Property - Visited 2x's",,,,,,,,7/15/2025,,,,N/A,,,,,,,,,,,,0101000020110F00006C8E4BD86C1469C12BFAC32E4EEE4E41,,,,,,No,N/A,,,,,,,,,,9/17/2025,10/9/2025,Marian,9/17/2025,,34.188732015948,,-118.11975302368,,,,,,,,,,1,,,,,,,,,60021,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"Large Oak in front yard, 4 in backyard ",,1,,,,,,,Charlotte,,,,
,,,,"1265 East Mendocino Street",1265,"East Mendocino Street",,No,,Altadena,,"Property - Visited",,,,,,,,7/15/2025,,7/11/2025,,N/A,,,,,,,,,,,,0101000020110F0000F9736A27B31469C1AE1E9CAB9EED4E41,,,,,,No,N/A,,,,,,,,,,10/6/2025,10/23/2025,Alyson,10/6/2025,,34.186123587208,,-118.12480580031,,,,,,,,,,1,,,,,,,,,60020,"Altadena Tree Protection: Properties Served",,,,,,Alive,,,,,,,,"4	Oak, Deodar
",,1,,,,,,,Charlotte,Irrigated,,,
